pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle,attack_angle,attack_direction,swing_path_tilt,intercept_ball_minus_batter_pos_x_inches,intercept_ball_minus_batter_pos_y_inches,count
CH,2025-05-14,92.8,-0.69,5.51,"Jax, Griffin",668939,643377,field_out,hit_into_play,,,,,7,"Adley Rutschman grounds out, pitcher Griffin Jax to first baseman Kody Clemens.",R,L,R,BAL,MIN,X,1.0,ground_ball,1,2,2025,-1.2,-0.16,-0.56,1.99,,,,0,8,Bot,138.33,177.81,,,,,2.9640304547428773,-134.98656589567648,-2.8065846329506714,-15.243166769546304,32.601597801692584,-33.64061530633713,3.45,1.61,1.0,61.4,-56.0,92.7,1716,6.5,777924,543877,665019,650489,686797,621043,664056,621439,680577,53.99,0.289,0.261,0.0,1.0,0.0,0.0,2.0,66,5,Changeup,3,4,3,4,4,3,3,4,Infield shade,Standard,233,-0.062,-0.186,67.6,6.6,0.309,0.186,88.0,-1,-1,0.297,0.297,30,27,31,27,1,3,3.0,3.0,2.0,0.0,2.83,1.2,-1.2,41.9,6.576539383594573,6.994348256608332,33.19981304104752,41.09446786613772,21.821734626323597,1-2
CH,2025-05-14,93.2,-0.7,5.55,"Jax, Griffin",668939,643377,,foul,,,,,7,"Adley Rutschman grounds out, pitcher Griffin Jax to first baseman Kody Clemens.",R,L,R,BAL,MIN,S,,,1,2,2025,-1.09,0.14,-0.46,1.61,,,,0,8,Bot,,,,,,,3.0326255763717773,-135.52184669085628,-4.602349651244857,-14.06244693544917,33.696705543551076,-29.538111275344495,3.45,1.61,2.0,58.9,-48.0,92.9,1770,6.5,777924,543877,665019,650489,686797,621043,664056,621439,680577,54.04,,,,,,,,66,4,Changeup,3,4,3,4,4,3,3,4,Infield shade,Standard,232,0.0,0.0,68.7,7.4,,0.0,88.0,-1,-1,0.297,0.297,30,27,31,27,1,3,3.0,3.0,2.0,0.0,2.52,1.09,-1.09,41.5,17.716728067307177,-1.340921553622828,36.77084945397385,39.455904377199616,29.268987681506488,1-2
ST,2025-05-14,87.4,-0.93,5.44,"Jax, Griffin",668939,643377,,foul,,,,,6,"Adley Rutschman grounds out, pitcher Griffin Jax to first baseman Kody Clemens.",R,L,R,BAL,MIN,S,,,1,1,2025,1.97,-0.46,0.63,2.38,,,,0,8,Bot,,,,,,,-0.3109405633556933,-127.3167232162702,-0.2283750413129313,21.402830800612715,28.350754097188627,-37.34560396249024,3.45,1.61,7.0,90.6,-20.0,87.4,3096,6.4,777924,543877,665019,650489,686797,621043,664056,621439,680577,54.08,,,,,,,,66,3,Sweeper,3,4,3,4,4,3,3,4,Infield shade,Standard,41,0.0,-0.056,75.8,7.1,,0.056,90.6,-1,-1,0.297,0.297,30,27,31,27,1,3,3.0,3.0,2.0,0.0,3.46,-1.97,1.97,38.5,14.97988381302544,-4.613022172424551,36.93583600439894,26.349846245907457,28.404013196395635,1-1
ST,2025-05-14,86.0,-0.88,5.47,"Jax, Griffin",668939,643377,,called_strike,,,,,2,"Adley Rutschman grounds out, pitcher Griffin Jax to first baseman Kody Clemens.",R,L,R,BAL,MIN,S,,,1,0,2025,2.0,-0.44,-0.15,3.33,,,,0,8,Bot,,,,,,,-2.3455324111872717,-125.19653942243896,2.128166663501183,21.470245623091596,27.2151965101222,-37.523891241860305,3.45,1.58,,,,85.9,3144,6.4,777924,543877,665019,650489,686797,621043,664056,621439,680577,54.13,,,,,,,,66,2,Sweeper,3,4,3,4,4,3,3,4,Infield shade,Standard,49,0.0,-0.049,,,,0.049,,-1,-1,0.297,0.297,30,27,31,27,1,3,3.0,3.0,2.0,0.0,3.54,-2.0,2.0,39.7,,,,,,1-0
ST,2025-05-14,87.2,-0.89,5.49,"Jax, Griffin",668939,643377,,ball,,,,,3,"Adley Rutschman grounds out, pitcher Griffin Jax to first baseman Kody Clemens.",R,L,R,BAL,MIN,B,,,0,0,2025,1.77,-0.4,0.64,3.54,,,,0,8,Bot,,,,,,,0.0394402548575881,-126.93490016848152,2.321748839934167,19.04988960137785,27.26699487211777,-37.2226118594958,3.45,1.61,,,,87.3,2993,6.4,777924,543877,665019,650489,686797,621043,664056,621439,680577,54.05,,,,,,,,66,1,Sweeper,3,4,3,4,4,3,3,4,Infield shade,Standard,35,0.0,0.038,,,,-0.038,,-1,-1,0.297,0.297,30,27,31,27,1,3,3.0,3.0,2.0,0.0,3.41,-1.77,1.77,40.8,,,,,,0-0
FF,2025-05-11,97.0,-0.52,5.42,"Jax, Griffin",672275,643377,field_out,hit_into_play,,,,,8,"Patrick Bailey grounds out, shortstop Brooks Lee to first baseman Ty France.",R,L,R,MIN,SF,X,6.0,ground_ball,3,2,2025,-0.37,1.21,0.1,1.96,656305.0,671218.0,527038.0,2,8,Top,117.75,148.98,,,,,2.5346330494772156,-141.25929248766244,-6.5767545400275695,-5.578285012541011,29.318643385089867,-14.68196842352029,3.41,1.67,6.0,107.8,-18.0,97.9,2460,6.5,777956,680777,664034,650489,668904,686797,664056,621439,680577,53.97,0.18,0.142,0.0,1.0,0.0,0.0,2.0,67,6,4-Seam Fastball,5,5,5,5,5,5,5,5,Standard,Standard,211,0.141,-0.371,,,0.193,0.371,107.8,0,0,0.464,0.536,30,26,31,26,1,0,1.0,1.0,3.0,1.0,1.19,0.37,-0.37,45.0,,,,,,3-2
FF,2025-05-11,95.9,-0.52,5.43,"Jax, Griffin",672275,643377,,foul,,,,,5,"Patrick Bailey grounds out, shortstop Brooks Lee to first baseman Ty France.",R,L,R,MIN,SF,S,,,3,1,2025,-0.18,1.24,0.17,2.58,656305.0,671218.0,527038.0,2,8,Top,,,,,,,2.251081675941066,-139.67742266716743,-4.7875654617229655,-2.8406668985232235,29.125083705306725,-15.107807367407418,3.41,1.67,227.0,71.3,34.0,96.6,2406,6.5,777956,680777,664034,650489,668904,686797,664056,621439,680577,54.0,,,,,,,,67,5,4-Seam Fastball,5,5,5,5,5,5,5,5,Standard,Standard,209,0.0,-0.07,73.7,6.9,,0.07,88.0,0,0,0.464,0.536,30,26,31,26,1,0,1.0,1.0,3.0,1.0,1.22,0.18,-0.18,46.1,-0.2099347410297905,6.4033672519810825,35.68631932913342,36.48939642922378,22.389790744502815,3-1
FF,2025-05-11,96.1,-0.66,5.45,"Jax, Griffin",672275,643377,,called_strike,,,,,4,"Patrick Bailey grounds out, shortstop Brooks Lee to first baseman Ty France.",R,L,R,MIN,SF,S,,,3,0,2025,-0.61,1.17,-0.35,2.83,656305.0,671218.0,527038.0,2,8,Top,,,,,,,2.2182212160924104,-140.02532131754515,-4.0682429403021345,-8.511608810485255,30.481209924854735,-16.046093582033805,3.42,1.6,,,,96.8,2357,6.5,777956,680777,664034,650489,668904,686797,664056,621439,680577,53.97,,,,,,,,67,4,4-Seam Fastball,5,5,5,5,5,5,5,5,Standard,Standard,212,0.0,-0.065,,,,0.065,,0,0,0.464,0.536,30,26,31,26,1,0,1.0,1.0,3.0,1.0,1.28,0.61,-0.61,42.1,,,,,,3-0
FF,2025-05-11,96.4,-0.63,5.45,"Jax, Griffin",672275,643377,,ball,,,,,11,"Patrick Bailey grounds out, shortstop Brooks Lee to first baseman Ty France.",R,L,R,MIN,SF,B,,,2,0,2025,-0.42,1.01,-1.48,3.34,656305.0,671218.0,527038.0,2,8,Top,,,,,,,-1.2978239030388612,-140.50577955144604,-2.4180975036588332,-5.328433338433574,28.16055067736521,-18.338952764536415,3.48,1.66,,,,97.2,2394,6.4,777956,680777,664034,650489,668904,686797,664056,621439,680577,54.12,,,,,,,,67,3,4-Seam Fastball,5,5,5,5,5,5,5,5,Standard,Standard,213,0.0,0.108,,,,-0.108,,0,0,0.464,0.536,30,26,31,26,1,0,1.0,1.0,3.0,1.0,1.41,0.42,-0.42,39.7,,,,,,2-0
FC,2025-05-11,92.4,-0.7,5.34,"Jax, Griffin",672275,643377,,ball,,,,,14,"Patrick Bailey grounds out, shortstop Brooks Lee to first baseman Ty France.",R,L,R,MIN,SF,B,,,1,0,2025,0.38,0.26,0.0,1.22,656305.0,671218.0,527038.0,2,8,Top,,,,,,,0.976138831055868,-134.69676644337352,-5.391327236010538,4.480751467735831,22.806258369211974,-28.24660548977845,3.49,1.57,,,,93.6,2699,6.4,777956,680777,664034,650489,668904,686797,664056,621439,680577,54.09,,,,,,,,67,2,Cutter,5,5,5,5,5,5,5,5,Standard,Standard,182,0.0,0.088,,,,-0.088,,0,0,0.464,0.536,30,26,31,26,1,0,1.0,1.0,3.0,1.0,2.36,-0.38,0.38,40.8,,,,,,1-0
CH,2025-05-11,92.2,-0.4,5.57,"Jax, Griffin",672275,643377,,ball,,,,,14,"Patrick Bailey grounds out, shortstop Brooks Lee to first baseman Ty France.",R,L,R,MIN,SF,B,,,0,0,2025,-0.95,0.21,0.63,1.52,656305.0,671218.0,527038.0,2,8,Top,,,,,,,4.701924718838385,-134.22298007365134,-4.954646115042722,-12.5233811296586,26.906623398371455,-28.870083495724796,3.49,1.74,,,,92.7,1650,6.4,777956,680777,664034,650489,668904,686797,664056,621439,680577,54.1,,,,,,,,67,1,Changeup,5,5,5,5,5,5,5,5,Standard,Standard,231,0.0,0.031,,,,-0.031,,0,0,0.464,0.536,30,26,31,26,1,0,1.0,1.0,3.0,1.0,2.46,0.95,-0.95,52.3,,,,,,0-0
CH,2025-05-11,91.8,-0.31,5.46,"Jax, Griffin",527038,643377,walk,ball,,,,,13,Wilmer Flores walks. Heliot Ramos to 2nd.,R,R,R,MIN,SF,B,,,3,2,2025,-0.72,0.2,-1.15,2.15,656305.0,,671218.0,2,8,Top,,,,,,,-0.5504409213719879,-133.71002770991456,-3.006013180753939,-8.582058346302896,28.091010959489623,-29.29900990216152,3.22,1.57,,,,92.2,1649,6.4,777956,680777,664034,650489,668904,686797,664056,621439,680577,54.07,,0.6929,0.7,1.0,0.0,0.0,,66,9,Changeup,5,5,5,5,5,5,5,5,Standard,Standard,230,-0.035,0.178,,,,-0.178,,0,0,0.499,0.501,30,33,31,34,1,0,1.0,1.0,3.0,1.0,2.49,0.72,0.72,46.4,,,,,,3-2
FF,2025-05-11,97.0,-0.39,5.48,"Jax, Griffin",527038,643377,,foul,,,,,5,Wilmer Flores walks. Heliot Ramos to 2nd.,R,R,R,MIN,SF,S,,,3,2,2025,-0.24,1.11,-0.06,2.4,656305.0,,671218.0,2,8,Top,,,,,,,1.4443474738334872,-141.40026602026018,-5.389041101846779,-3.5166212511037775,24.77993685839458,-16.27716222513391,3.19,1.64,250.0,78.1,29.0,98.5,2521,6.5,777956,680777,664034,650489,668904,686797,664056,621439,680577,54.0,,,,,,,,66,8,4-Seam Fastball,5,5,5,5,5,5,5,5,Standard,Standard,207,0.0,0.0,60.3,5.4,,0.0,88.0,0,0,0.499,0.501,30,33,31,34,1,0,1.0,1.0,3.0,1.0,1.26,0.24,0.24,42.4,-11.111096743236455,18.9115682225317,40.01566429348718,33.7170710345698,12.64008557667818,3-2
ST,2025-05-11,88.3,-0.56,5.42,"Jax, Griffin",527038,643377,,foul,,,,,9,Wilmer Flores walks. Heliot Ramos to 2nd.,R,R,R,MIN,SF,S,,,3,2,2025,1.23,-0.36,0.57,1.54,656305.0,,671218.0,2,8,Top,,,,,,,0.1827562284540643,-128.72171781597112,-2.6973377790344015,13.753099603384292,23.858213999618144,-35.847517899720565,3.19,1.64,246.0,74.6,34.0,88.8,3148,6.2,777956,680777,664034,650489,668904,686797,664056,621439,680577,54.26,,,,,,,,66,7,Sweeper,5,5,5,5,5,5,5,5,Standard,Standard,38,0.0,0.0,63.5,6.4,,0.0,88.0,0,0,0.499,0.501,30,33,31,34,1,0,1.0,1.0,3.0,1.0,3.24,-1.23,-1.23,45.3,-3.3769917758031966,10.693270953535569,36.98097952385962,41.247325336812736,23.714113650614813,3-2
SI,2025-05-11,96.3,-0.5,5.42,"Jax, Griffin",527038,643377,,foul,,,,,7,Wilmer Flores walks. Heliot Ramos to 2nd.,R,R,R,MIN,SF,S,,,3,2,2025,-1.11,0.73,-0.79,2.07,656305.0,,671218.0,2,8,Top,,,,,,,1.779397373422544,-140.2597445121192,-5.022291207096306,-15.13290980779114,30.97948951830424,-21.625559153234768,3.19,1.64,198.0,67.4,38.0,96.7,2504,6.4,777956,680777,664034,650489,668904,686797,664056,621439,680577,54.1,,,,,,,,66,6,Sinker,5,5,5,5,5,5,5,5,Strategic,Standard,216,0.0,0.0,60.7,5.8,,0.0,88.0,0,0,0.499,0.501,30,33,31,34,1,0,1.0,1.0,3.0,1.0,1.72,1.11,1.11,40.0,-6.598223874135508,5.942010864677251,43.424710398552065,24.88764955473872,17.85208299764624,3-2
SI,2025-05-11,96.7,-0.5,5.47,"Jax, Griffin",527038,643377,,called_strike,,,,,2,Wilmer Flores walks. Heliot Ramos to 2nd.,R,R,R,MIN,SF,S,,,3,1,2025,-0.83,0.85,0.21,3.37,656305.0,,671218.0,2,8,Top,,,,,,,3.785527900933949,-140.8926278415192,-2.0405839364999254,-11.879206930615354,30.613033144565197,-20.522140163541295,3.33,1.52,,,,97.2,2441,6.4,777956,680777,664034,650489,668904,686797,664056,621439,680577,54.08,,,,,,,,66,5,Sinker,5,5,5,5,5,5,5,5,Standard,Standard,205,0.0,-0.075,,,,0.075,,0,0,0.499,0.501,30,33,31,34,1,0,1.0,1.0,3.0,1.0,1.57,0.83,0.83,41.8,,,,,,3-1
ST,2025-05-11,87.2,-0.5,5.42,"Jax, Griffin",527038,643377,,blocked_ball,,,,,14,Wilmer Flores walks. Heliot Ramos to 2nd.,R,R,R,MIN,SF,B,,,2,1,2025,1.27,-0.47,0.43,0.42,656305.0,,671218.0,2,8,Top,,,,,,,-0.3671403454988424,-127.05235511337489,-4.9059930869424795,13.867334435460446,26.206120449355755,-36.46751799906865,3.12,1.54,,,,87.3,3132,6.3,777956,680777,664034,650489,668904,686797,664056,621439,680577,54.21,,,,,,,,66,4,Sweeper,5,5,5,5,5,5,5,5,Standard,Standard,25,0.0,0.098,,,,-0.098,,0,0,0.499,0.501,30,33,31,34,1,0,1.0,1.0,3.0,1.0,3.46,-1.27,-1.27,40.6,,,,,,2-1
ST,2025-05-11,87.4,-0.56,5.38,"Jax, Griffin",527038,643377,,ball,,,,,14,Wilmer Flores walks. Heliot Ramos to 2nd.,R,R,R,MIN,SF,B,,,1,1,2025,1.34,-0.54,0.68,1.06,656305.0,,671218.0,2,8,Top,,,,,,,0.207741364334388,-127.2665683086792,-3.1586621577123686,14.544263903153876,26.40312363977015,-37.56936713117237,3.12,1.54,,,,87.6,3183,6.4,777956,680777,664034,650489,668904,686797,664056,621439,680577,54.11,,,,,,,,66,3,Sweeper,5,5,5,5,5,5,5,5,Standard,Standard,37,0.0,0.024,,,,-0.024,,0,0,0.499,0.501,30,33,31,34,1,0,1.0,1.0,3.0,1.0,3.52,-1.34,-1.34,46.0,,,,,,1-1
FF,2025-05-11,96.8,-0.5,5.48,"Jax, Griffin",527038,643377,,ball,,,,,12,Wilmer Flores walks. Heliot Ramos to 2nd.,R,R,R,MIN,SF,B,,,0,1,2025,-0.35,1.05,0.9,3.83,656305.0,,671218.0,2,8,Top,,,,,,,4.547811616989426,-140.95392455234227,-1.2660665399340032,-5.6891408861251875,29.83818328908198,-18.06645843564359,3.12,1.64,,,,97.3,2504,6.4,777956,680777,664034,650489,668904,686797,664056,621439,680577,54.11,,,,,,,,66,2,4-Seam Fastball,5,5,5,5,5,5,5,5,Standard,Standard,213,0.0,0.031,,,,-0.031,,0,0,0.499,0.501,30,33,31,34,1,0,1.0,1.0,3.0,1.0,1.37,0.35,0.35,41.3,,,,,,0-1
ST,2025-05-11,86.8,-0.49,5.43,"Jax, Griffin",527038,643377,,called_strike,,,,,6,Wilmer Flores walks. Heliot Ramos to 2nd.,R,R,R,MIN,SF,S,,,0,0,2025,1.25,-0.58,0.3,2.51,656305.0,,671218.0,2,8,Top,,,,,,,-0.6485708109304338,-126.47526853170822,0.3915695676380664,13.507172134148844,26.278995486510976,-38.681443145045634,3.18,1.56,,,,86.9,3084,6.3,777956,680777,664034,650489,668904,686797,664056,621439,680577,54.19,,,,,,,,66,1,Sweeper,5,5,5,5,5,5,5,5,Standard,Standard,41,0.0,-0.046,,,,0.046,,0,0,0.499,0.501,30,33,31,34,1,0,1.0,1.0,3.0,1.0,3.6,-1.25,-1.25,44.0,,,,,,0-0
CH,2025-05-11,92.6,-0.51,5.47,"Jax, Griffin",664774,643377,strikeout,swinging_strike,,,,,13,LaMonte Wade Jr. strikes out swinging.,R,L,R,MIN,SF,S,2.0,,1,2,2025,-0.9,0.0,-0.08,1.01,656305.0,,671218.0,1,8,Top,,,,,,,3.0612577411488044,-134.87615507426946,-5.664023138665762,-11.658056980591418,27.434445147472744,-31.23909566836147,3.13,1.5,,,,93.2,1782,6.5,777956,680777,664034,650489,668904,686797,664056,621439,680577,54.03,,0.0,0.0,1.0,0.0,0.0,,65,4,Changeup,5,5,5,5,5,5,5,5,Strategic,Standard,237,0.14,-0.253,66.0,7.8,,0.253,,0,0,0.359,0.641,30,31,31,31,1,3,1.0,1.0,3.0,2.0,2.64,0.9,-0.9,47.1,24.153381332004404,-22.424131550892895,31.619136840567823,33.4094944842102,45.76907067141677,1-2
FC,2025-05-11,90.6,-0.69,5.47,"Jax, Griffin",664774,643377,,foul,,,,,4,LaMonte Wade Jr. strikes out swinging.,R,L,R,MIN,SF,S,,,1,1,2025,0.3,0.11,-0.56,2.61,656305.0,,671218.0,1,8,Top,,,,,,,-0.3072750105883944,-132.15197448573315,-1.579278402590368,3.572949625647451,23.316713053163813,-30.72819955918811,3.13,1.5,240.0,73.9,35.0,91.5,2753,6.3,777956,680777,664034,650489,668904,686797,664056,621439,680577,54.17,,,,,,,,65,3,Cutter,5,5,5,5,5,5,5,5,Strategic,Standard,82,0.0,-0.071,64.3,5.7,,0.071,88.0,0,0,0.359,0.641,30,31,31,31,1,3,1.0,1.0,3.0,2.0,2.61,-0.3,0.3,43.9,-10.76151456316694,27.79843202757613,30.70915303406548,38.21875522015563,17.769574510333673,1-1
FC,2025-05-11,92.1,-0.64,5.42,"Jax, Griffin",664774,643377,,called_strike,,,,,5,LaMonte Wade Jr. strikes out swinging.,R,L,R,MIN,SF,S,,,1,0,2025,0.34,0.11,0.03,2.37,656305.0,,671218.0,1,8,Top,,,,,,,0.963501192971206,-134.1608355100237,-2.201747524008227,3.895968413881278,27.649056071717155,-30.58403751483732,3.21,1.47,,,,92.3,2702,6.3,777956,680777,664034,650489,668904,686797,664056,621439,680577,54.23,,,,,,,,65,2,Cutter,5,5,5,5,5,5,5,5,Strategic,Standard,135,0.0,-0.062,,,,0.062,,0,0,0.359,0.641,30,31,31,31,1,3,1.0,1.0,3.0,2.0,2.56,-0.34,0.34,38.7,,,,,,1-0
FC,2025-05-11,93.0,-0.59,5.44,"Jax, Griffin",664774,643377,,ball,,,,,14,LaMonte Wade Jr. strikes out swinging.,R,L,R,MIN,SF,B,,,0,0,2025,0.19,0.33,0.63,0.86,656305.0,,671218.0,1,8,Top,,,,,,,2.7075192708281772,-135.44641873347737,-6.747682121184341,1.858164239501745,27.61629714378662,-26.95412276797966,3.23,1.46,,,,93.4,2800,6.3,777956,680777,664034,650489,668904,686797,664056,621439,680577,54.16,,,,,,,,65,1,Cutter,5,5,5,5,5,5,5,5,Strategic,Standard,130,0.0,0.024,,,,-0.024,,0,0,0.359,0.641,30,31,31,31,1,3,1.0,1.0,3.0,2.0,2.29,-0.19,0.19,36.9,,,,,,0-0
ST,2025-05-11,87.5,-0.64,5.43,"Jax, Griffin",671218,643377,single,hit_into_play,,,,,5,"Heliot Ramos singles on a sharp ground ball to center fielder Byron Buxton, deflected by pitcher Griffin Jax. Willy Adames scores. Matt Chapman to 3rd.",R,R,R,MIN,SF,X,1.0,ground_ball,1,1,2025,1.42,-0.39,0.17,2.3,,642715.0,656305.0,1,8,Top,138.0,125.72,,,,,-0.9980029808580168,-127.37966594631614,-0.4860219326478898,15.535239568153948,30.70029080369571,-36.54588353916314,3.13,1.52,16.0,103.2,-8.0,86.9,3223,6.3,777956,680777,664034,650489,668904,686797,664056,621439,680577,54.2,0.34,0.335,0.9,1.0,1.0,0.0,2.0,64,3,Sweeper,5,4,4,5,5,5,5,5,Standard,Standard,43,-0.303,0.504,70.4,6.3,0.38,-0.504,103.2,1,-1,0.662,0.338,30,25,31,26,1,3,1.0,1.0,3.0,1.0,3.41,-1.42,-1.42,41.8,0.1463825343599252,13.532714975733102,30.936480485648808,39.97769211746867,22.388118400708983,1-1
ST,2025-05-11,86.8,-0.63,5.41,"Jax, Griffin",671218,643377,,called_strike,,,,,8,"Heliot Ramos singles on a sharp ground ball to center fielder Byron Buxton, deflected by pitcher Griffin Jax. Willy Adames scores. Matt Chapman to 3rd.",R,R,R,MIN,SF,S,,,1,0,2025,1.2,-0.52,-0.07,1.73,,642715.0,656305.0,1,8,Top,,,,,,,-1.117597145224098,-126.40993070617137,-1.4883448954367635,12.991164301316788,28.96323499292981,-37.550931284981274,3.19,1.51,,,,86.5,3158,6.3,777956,680777,664034,650489,668904,686797,664056,621439,680577,54.16,,,,,,,,64,2,Sweeper,5,4,4,5,4,5,4,5,Standard,Standard,45,0.0,-0.054,,,,0.054,,1,-1,0.662,0.338,30,25,31,26,1,3,1.0,1.0,3.0,1.0,3.57,-1.2,-1.2,41.2,,,,,,1-0
ST,2025-05-11,87.9,-0.7,5.46,"Jax, Griffin",671218,643377,,ball,,,,,11,"Heliot Ramos singles on a sharp ground ball to center fielder Byron Buxton, deflected by pitcher Griffin Jax. Willy Adames scores. Matt Chapman to 3rd.",R,R,R,MIN,SF,B,,,0,0,2025,1.01,0.29,-0.84,2.37,,642715.0,656305.0,1,8,Top,,,,,,,-2.451172667922524,-127.8956329544638,-1.852918106109798,11.50985231195854,31.46462827110903,-28.887473076815255,3.19,1.48,,,,87.2,3096,6.3,777956,680777,664034,650489,668904,686797,664056,621439,680577,54.23,,,,,,,,64,1,Sweeper,5,4,4,5,4,5,4,5,Standard,Standard,49,0.0,0.03,,,,-0.03,,1,-1,0.662,0.338,30,25,31,26,1,3,1.0,1.0,3.0,1.0,2.71,-1.01,-1.01,40.1,,,,,,0-0
ST,2025-05-11,88.2,-0.67,5.41,"Jax, Griffin",656305,643377,single,hit_into_play,,,,,9,Matt Chapman singles on a ground ball to center fielder Byron Buxton. Willy Adames to 2nd.,R,R,R,MIN,SF,X,8.0,ground_ball,1,1,2025,1.24,-0.4,0.66,1.68,,,642715.0,1,8,Top,127.43,87.86,,,,,0.6439262482990089,-128.35101187881148,-2.077647403347965,13.4034234148549,29.750270234253698,-36.31111350553385,3.41,1.67,6.0,107.9,-14.0,87.8,3083,6.3,777956,680777,664034,650489,668904,686797,664056,621439,680577,54.21,0.223,0.214,0.9,1.0,1.0,0.0,2.0,63,3,Sweeper,5,4,4,5,4,5,4,5,Standard,Standard,48,-0.083,0.416,,,0.223,-0.416,107.9,1,-1,0.745,0.255,30,32,31,32,1,3,1.0,1.0,3.0,1.0,3.36,-1.24,-1.24,37.2,,,,,,1-1
FF,2025-05-11,96.7,-0.51,5.5,"Jax, Griffin",656305,643377,,foul,,,,,6,Matt Chapman singles on a ground ball to center fielder Byron Buxton. Willy Adames to 2nd.,R,R,R,MIN,SF,S,,,1,0,2025,-0.29,1.14,0.66,2.59,,,642715.0,1,8,Top,,,,,,,3.8216436327528367,-140.93759779701838,-4.904760055165441,-4.699716449809414,27.616252645153008,-15.972422780643123,3.41,1.67,202.0,74.8,48.0,97.8,2429,6.5,777956,680777,664034,650489,668904,686797,664056,621439,680577,54.01,,,,,,,,63,2,4-Seam Fastball,5,4,4,5,4,5,4,5,Standard,Standard,209,0.0,-0.047,76.5,7.2,,0.047,88.0,1,-1,0.745,0.255,30,32,31,32,1,3,1.0,1.0,3.0,1.0,1.26,0.29,0.29,40.7,1.0627129023724533,10.367889120408206,22.54325381988551,45.42664080279407,20.434159818872352,1-0
ST,2025-05-11,88.2,-0.7,5.38,"Jax, Griffin",656305,643377,,blocked_ball,,,,,14,Matt Chapman singles on a ground ball to center fielder Byron Buxton. Willy Adames to 2nd.,R,R,R,MIN,SF,B,,,0,0,2025,1.4,-0.31,0.54,0.72,,,642715.0,1,8,Top,,,,,,,0.1122503750137191,-128.44731802139592,-4.644110636335208,15.489318166636584,25.791556031818743,-34.88713404441523,3.48,1.55,,,,88.4,3194,6.3,777956,680777,664034,650489,668904,686797,664056,621439,680577,54.22,,,,,,,,63,1,Sweeper,5,4,4,5,4,5,4,5,Standard,Standard,43,0.0,0.036,,,,-0.036,,1,-1,0.745,0.255,30,32,31,32,1,3,1.0,1.0,3.0,1.0,3.23,-1.4,-1.4,44.5,,,,,,0-0
CH,2025-05-11,92.1,-0.54,5.57,"Jax, Griffin",808982,643377,field_out,hit_into_play,,,,,5,Jung Hoo Lee lines out to right fielder DaShawn Keirsey Jr.,R,L,R,MIN,SF,X,9.0,line_drive,1,1,2025,-0.79,0.12,-0.09,2.43,,,642715.0,0,8,Top,182.15,102.2,,,,,2.860407658289206,-134.07131956630514,-2.36352190952886,-10.133418386021406,30.69374478646385,-30.404898827879585,3.24,1.43,277.0,78.2,27.0,92.1,1754,6.4,777956,680777,664034,650489,668904,686797,664056,621439,680577,54.09,0.317,0.285,0.0,1.0,0.0,0.0,3.0,62,3,Changeup,5,4,4,5,4,5,4,5,Standard,Standard,234,0.08,-0.238,73.4,7.8,0.375,0.238,88.0,1,-1,0.665,0.335,30,26,31,27,1,3,1.0,1.0,3.0,1.0,2.58,0.79,-0.79,49.9,14.89233084376406,-13.508357756755332,36.635049176395505,33.15565803544584,39.60287068237894,1-1
ST,2025-05-11,87.4,-0.8,5.41,"Jax, Griffin",808982,643377,,ball,,,,,13,Jung Hoo Lee lines out to right fielder DaShawn Keirsey Jr.,R,L,R,MIN,SF,B,,,0,1,2025,0.96,-0.23,-0.77,1.4,,,642715.0,0,8,Top,,,,,,,-1.911316745835702,-127.373440337551,-3.098787282923748,10.850342308871229,25.559168875237855,-34.222427728499866,3.24,1.63,,,,87.6,3172,6.3,777956,680777,664034,650489,668904,686797,664056,621439,680577,54.25,,,,,,,,62,2,Sweeper,5,4,4,5,4,5,4,5,Standard,Standard,45,0.0,0.034,,,,-0.034,,1,-1,0.665,0.335,30,26,31,27,1,3,1.0,1.0,3.0,1.0,3.19,-0.96,0.96,38.0,,,,,,0-1
